investor_id,sip_transaction_count,avg_gap_days,max_gap_days,status
INV002415,8,57.42857142857143,110.0,at-risk
INV002417,7,83.33333333333333,190.0,at-risk
INV002418,6,91.6,128.0,at-risk
INV002420,6,72.8,107.0,at-risk
INV002422,10,50.333333333333336,139.0,at-risk
INV002429,6,78.6,216.0,at-risk
INV002434,6,88.2,217.0,at-risk
INV002437,7,49.166666666666664,212.0,at-risk
INV002445,8,38.142857142857146,117.0,at-risk
INV002453,7,63.0,87.0,at-risk
INV002458,6,72.4,232.0,at-risk
INV002459,8,53.714285714285715,161.0,at-risk
INV002463,6,95.4,236.0,at-risk
INV002464,6,35.4,97.0,at-risk
INV002466,7,80.66666666666667,270.0,at-risk
INV002467,8,38.857142857142854,116.0,at-risk
INV002471,6,56.4,98.0,at-risk
INV002475,10,49.666666666666664,119.0,at-risk
INV002476,6,86.0,235.0,at-risk
INV002485,6,70.4,136.0,at-risk
INV002490,8,70.0,125.0,at-risk
INV002495,6,82.2,174.0,at-risk
INV002496,6,53.0,156.0,at-risk
INV002497,8,67.28571428571429,152.0,at-risk
INV002508,9,51.625,171.0,at-risk
INV002509,10,33.666666666666664,74.0,regular
INV002510,7,64.33333333333333,176.0,at-risk
INV002521,6,74.6,206.0,at-risk
INV002527,7,49.666666666666664,93.0,at-risk
INV002530,8,71.42857142857143,175.0,at-risk
INV002531,7,76.33333333333333,182.0,at-risk
INV002543,7,74.66666666666667,116.0,at-risk
INV002547,6,89.0,181.0,at-risk
INV002552,10,48.22222222222222,184.0,at-risk
INV002554,7,49.666666666666664,100.0,at-risk
INV002555,7,72.0,172.0,at-risk
INV002557,7,67.16666666666667,264.0,at-risk
INV002558,6,97.6,297.0,at-risk
INV002560,6,95.2,155.0,at-risk
INV002563,6,65.8,114.0,at-risk
INV002567,6,82.0,127.0,at-risk
INV002568,8,61.57142857142857,144.0,at-risk
INV002570,7,62.0,150.0,at-risk
INV002572,8,55.714285714285715,108.0,at-risk
INV002574,6,79.4,139.0,at-risk
INV002575,9,56.125,128.0,at-risk
INV002579,6,40.8,71.0,at-risk
INV002582,6,77.4,173.0,at-risk
INV002585,6,65.0,124.0,at-risk
INV002586,6,87.2,168.0,at-risk
INV002590,10,50.22222222222222,125.0,at-risk
INV002591,6,52.2,139.0,at-risk
INV002594,6,94.0,244.0,at-risk
INV002598,9,51.375,179.0,at-risk
INV002602,8,66.0,151.0,at-risk
INV002606,6,89.6,248.0,at-risk
INV002613,8,65.0,143.0,at-risk
INV002622,7,76.66666666666667,244.0,at-risk
INV002627,6,85.0,182.0,at-risk
INV002628,6,77.0,322.0,at-risk
INV002632,8,65.57142857142857,180.0,at-risk
INV002640,7,70.0,153.0,at-risk
INV002643,6,74.2,229.0,at-risk
INV002645,7,45.166666666666664,133.0,at-risk
INV002654,8,61.857142857142854,115.0,at-risk
INV002659,7,62.333333333333336,224.0,at-risk
INV002666,7,53.166666666666664,100.0,at-risk
INV002671,7,77.16666666666667,163.0,at-risk
INV002673,8,65.0,147.0,at-risk
INV002674,6,75.8,153.0,at-risk
INV002675,8,63.857142857142854,138.0,at-risk
INV002681,7,83.66666666666667,161.0,at-risk
INV002684,6,80.6,266.0,at-risk
INV002688,9,37.0,122.0,at-risk
INV002689,8,50.0,115.0,at-risk
INV002693,7,45.833333333333336,72.0,at-risk
INV002697,7,55.333333333333336,199.0,at-risk
INV002700,7,79.83333333333333,140.0,at-risk
INV002704,8,59.142857142857146,139.0,at-risk
INV002705,8,22.571428571428573,70.0,regular
INV002706,6,73.6,133.0,at-risk
INV002711,8,65.57142857142857,230.0,at-risk
INV002712,11,46.8,174.0,at-risk
INV002722,6,61.4,178.0,at-risk
INV002723,9,37.75,102.0,at-risk
INV002724,6,76.6,187.0,at-risk
INV002726,8,45.57142857142857,84.0,at-risk
INV002732,8,70.71428571428571,151.0,at-risk
INV002733,8,51.57142857142857,150.0,at-risk
INV002735,7,68.16666666666667,136.0,at-risk
INV002736,6,70.6,323.0,at-risk
INV002737,8,58.42857142857143,104.0,at-risk
INV002743,6,88.2,190.0,at-risk
INV002744,10,52.888888888888886,139.0,at-risk
INV002746,8,68.0,206.0,at-risk
INV002750,6,72.4,254.0,at-risk
INV002751,7,41.5,102.0,at-risk
INV002758,6,81.0,263.0,at-risk
INV002761,6,80.6,312.0,at-risk
INV002766,6,70.6,151.0,at-risk
INV002767,7,55.333333333333336,145.0,at-risk
INV002769,7,82.0,141.0,at-risk
INV002772,7,74.5,168.0,at-risk
INV002779,6,64.2,151.0,at-risk
INV002783,7,64.0,126.0,at-risk
INV002786,7,76.33333333333333,124.0,at-risk
INV002793,7,59.333333333333336,125.0,at-risk
INV002794,7,56.166666666666664,111.0,at-risk
INV002799,6,70.8,129.0,at-risk
INV002800,7,63.5,108.0,at-risk
INV002803,7,64.83333333333333,176.0,at-risk
INV002804,8,59.857142857142854,209.0,at-risk
INV002808,7,59.666666666666664,120.0,at-risk
INV002809,6,81.4,276.0,at-risk
INV002810,8,32.285714285714285,139.0,regular
INV002813,7,49.0,149.0,at-risk
INV002822,7,53.0,108.0,at-risk
INV002824,7,71.83333333333333,223.0,at-risk
INV002826,6,61.6,91.0,at-risk
INV002827,6,73.6,200.0,at-risk
INV002828,6,80.0,211.0,at-risk
INV002831,6,40.2,72.0,at-risk
INV002835,7,82.33333333333333,233.0,at-risk
INV002838,8,56.714285714285715,116.0,at-risk
INV002841,6,43.4,102.0,at-risk
INV002843,8,43.142857142857146,128.0,at-risk
INV002847,10,52.666666666666664,129.0,at-risk
INV002850,7,53.166666666666664,166.0,at-risk
INV002852,6,75.8,207.0,at-risk
INV002859,7,76.5,198.0,at-risk
INV002863,6,74.4,199.0,at-risk
INV002865,6,37.2,50.0,at-risk
INV002870,6,48.2,109.0,at-risk
INV002872,6,85.6,199.0,at-risk
INV002873,6,98.2,235.0,at-risk
INV002879,7,72.16666666666667,125.0,at-risk
INV002881,6,43.6,110.0,at-risk
INV002883,6,96.0,176.0,at-risk
INV002886,7,44.333333333333336,137.0,at-risk
INV002891,8,72.71428571428571,166.0,at-risk
INV002893,9,50.0,148.0,at-risk
INV002900,6,64.2,136.0,at-risk
INV002903,6,89.6,176.0,at-risk
INV002904,7,49.333333333333336,104.0,at-risk
INV002905,6,73.0,221.0,at-risk
INV002906,6,41.2,74.0,at-risk
INV002909,7,82.33333333333333,263.0,at-risk
INV002912,6,97.0,342.0,at-risk
INV002913,7,73.66666666666667,168.0,at-risk
INV002915,8,49.285714285714285,117.0,at-risk
INV002921,7,53.333333333333336,121.0,at-risk
INV002927,8,40.285714285714285,79.0,at-risk
INV002935,7,48.0,72.0,at-risk
INV002937,7,67.16666666666667,184.0,at-risk
INV002939,7,60.5,127.0,at-risk
INV002942,9,55.5,180.0,at-risk
INV002945,8,65.0,139.0,at-risk
INV002947,7,64.16666666666667,152.0,at-risk
INV002950,8,45.857142857142854,119.0,at-risk
INV002951,7,51.833333333333336,82.0,at-risk
INV002961,7,84.66666666666667,231.0,at-risk
INV002974,7,51.333333333333336,105.0,at-risk
INV002984,6,91.0,200.0,at-risk
INV002989,6,86.6,182.0,at-risk
INV002994,7,58.166666666666664,142.0,at-risk
INV003000,7,67.0,137.0,at-risk
INV003003,9,58.25,100.0,at-risk
INV003005,8,53.142857142857146,107.0,at-risk
INV003007,9,48.25,162.0,at-risk
INV003009,9,38.125,84.0,at-risk
INV003011,7,64.16666666666667,154.0,at-risk
INV003014,6,82.4,144.0,at-risk
INV003015,7,54.666666666666664,91.0,at-risk
INV003018,6,49.2,156.0,at-risk
INV003022,6,69.6,123.0,at-risk
INV003024,6,44.2,122.0,at-risk
INV003025,8,35.285714285714285,65.0,at-risk
INV003028,6,91.4,183.0,at-risk
INV003034,6,73.4,118.0,at-risk
INV003036,8,57.714285714285715,138.0,at-risk
INV003037,7,79.5,300.0,at-risk
INV003040,6,74.0,194.0,at-risk
INV003043,7,73.83333333333333,131.0,at-risk
INV003044,7,71.16666666666667,237.0,at-risk
INV003045,6,36.2,71.0,at-risk
INV003047,8,70.14285714285714,215.0,at-risk
INV003054,7,78.66666666666667,209.0,at-risk
INV003060,7,79.0,135.0,at-risk
INV003063,7,57.833333333333336,112.0,at-risk
INV003070,9,54.5,132.0,at-risk
INV003074,6,74.8,123.0,at-risk
INV003075,8,57.42857142857143,128.0,at-risk
INV003078,7,69.16666666666667,126.0,at-risk
INV003082,8,46.42857142857143,142.0,at-risk
INV003083,6,66.4,169.0,at-risk
INV003089,6,65.0,107.0,at-risk
INV003091,9,50.875,199.0,at-risk
INV003095,6,86.6,175.0,at-risk
INV003097,8,62.714285714285715,121.0,at-risk
INV003105,7,65.5,140.0,at-risk
INV003112,6,91.6,173.0,at-risk
INV003113,8,66.85714285714286,159.0,at-risk
INV003115,6,48.0,125.0,at-risk
INV003117,8,66.57142857142857,115.0,at-risk
INV003134,7,76.83333333333333,172.0,at-risk
INV003139,7,55.166666666666664,133.0,at-risk
INV003140,8,57.0,125.0,at-risk
INV003141,7,67.5,225.0,at-risk
INV003144,7,82.5,243.0,at-risk
INV003146,9,59.5,283.0,at-risk
INV003151,6,81.0,146.0,at-risk
INV003153,7,40.666666666666664,156.0,at-risk
INV003158,9,55.625,138.0,at-risk
INV003161,6,77.4,118.0,at-risk
INV003169,6,62.6,178.0,at-risk
INV003178,6,56.4,84.0,at-risk
INV003179,9,56.25,151.0,at-risk
INV003185,6,65.2,116.0,at-risk
INV003187,9,58.25,244.0,at-risk
INV003189,9,55.125,198.0,at-risk
INV003191,6,76.8,138.0,at-risk
INV003193,6,96.6,294.0,at-risk
INV003196,7,80.33333333333333,319.0,at-risk
INV003205,7,67.66666666666667,111.0,at-risk
INV003210,6,72.2,112.0,at-risk
INV003211,7,69.0,104.0,at-risk
INV003214,6,59.8,170.0,at-risk
INV003215,7,60.833333333333336,105.0,at-risk
INV003219,6,57.2,86.0,at-risk
INV003221,7,61.166666666666664,99.0,at-risk
INV003222,7,81.5,190.0,at-risk
INV003223,8,67.71428571428571,331.0,at-risk
INV003228,7,70.16666666666667,256.0,at-risk
INV003230,7,67.5,251.0,at-risk
INV003231,7,83.0,253.0,at-risk
INV003234,6,96.6,188.0,at-risk
INV003236,9,51.125,115.0,at-risk
INV003242,7,61.0,159.0,at-risk
INV003247,6,84.6,206.0,at-risk
INV003252,6,67.6,192.0,at-risk
INV003256,7,51.0,90.0,at-risk
INV003257,6,61.8,139.0,at-risk
INV003260,6,89.4,247.0,at-risk
INV003262,6,85.2,162.0,at-risk
INV003267,6,74.4,197.0,at-risk
INV003271,7,61.166666666666664,157.0,at-risk
INV003273,8,60.142857142857146,134.0,at-risk
INV003277,8,53.714285714285715,192.0,at-risk
INV003279,9,63.375,147.0,at-risk
INV003289,7,64.83333333333333,183.0,at-risk
INV003300,6,64.8,219.0,at-risk
INV003301,9,59.375,113.0,at-risk
INV003304,10,44.22222222222222,180.0,at-risk
INV003308,9,56.75,141.0,at-risk
INV003310,6,80.8,154.0,at-risk
INV003311,9,48.0,149.0,at-risk
INV003314,7,73.5,210.0,at-risk
INV003317,8,44.142857142857146,71.0,at-risk
INV003320,8,45.285714285714285,192.0,at-risk
INV003325,6,101.0,155.0,at-risk
INV003329,6,89.0,230.0,at-risk
INV003336,7,72.33333333333333,133.0,at-risk
INV003338,9,37.5,155.0,at-risk
INV003344,6,86.6,190.0,at-risk
INV003350,6,92.4,191.0,at-risk
INV003351,6,54.0,86.0,at-risk
INV003352,8,68.14285714285714,279.0,at-risk
INV003357,6,62.4,100.0,at-risk
INV003360,8,59.42857142857143,163.0,at-risk
INV003370,7,63.333333333333336,206.0,at-risk
INV003372,6,59.4,118.0,at-risk
INV003374,7,56.5,128.0,at-risk
INV003375,8,52.714285714285715,158.0,at-risk
INV003376,6,85.8,199.0,at-risk
INV003379,7,75.16666666666667,268.0,at-risk
INV003380,6,72.4,155.0,at-risk
INV003382,6,34.2,85.0,regular
INV003391,6,56.6,193.0,at-risk
INV003393,8,63.714285714285715,178.0,at-risk
INV003395,6,79.0,192.0,at-risk
INV003398,8,55.42857142857143,140.0,at-risk
INV003403,6,56.6,116.0,at-risk
INV003404,8,50.285714285714285,198.0,at-risk
INV003405,8,41.0,186.0,at-risk
INV003406,8,59.0,251.0,at-risk
INV003407,8,57.42857142857143,146.0,at-risk
INV003422,7,84.66666666666667,167.0,at-risk
INV003424,7,73.16666666666667,124.0,at-risk
INV003427,6,84.2,266.0,at-risk
INV003430,6,73.4,104.0,at-risk
INV003431,6,51.4,152.0,at-risk
INV003432,7,61.333333333333336,97.0,at-risk
INV003435,7,73.83333333333333,140.0,at-risk
INV003437,6,91.2,226.0,at-risk
INV003448,7,74.5,200.0,at-risk
INV003450,10,47.666666666666664,158.0,at-risk
INV003455,7,35.5,76.0,at-risk
INV003457,7,60.5,117.0,at-risk
INV003458,8,67.85714285714286,206.0,at-risk
INV003459,6,59.4,113.0,at-risk
INV003473,6,95.8,213.0,at-risk
INV003475,9,56.0,155.0,at-risk
INV003478,9,56.625,195.0,at-risk
INV003479,8,65.71428571428571,164.0,at-risk
INV003480,6,82.4,211.0,at-risk
INV003484,6,73.8,333.0,at-risk
INV003487,6,70.6,155.0,at-risk
INV003491,9,59.125,119.0,at-risk
INV003492,6,90.8,162.0,at-risk
INV003495,10,49.22222222222222,121.0,at-risk
INV003506,7,67.0,132.0,at-risk
INV003509,9,60.875,149.0,at-risk
INV003511,8,65.57142857142857,183.0,at-risk
INV003514,6,74.2,172.0,at-risk
INV003518,6,67.8,157.0,at-risk
INV003521,6,89.0,183.0,at-risk
INV003524,7,64.16666666666667,203.0,at-risk
INV003526,6,88.2,224.0,at-risk
INV003528,9,58.625,186.0,at-risk
INV003530,6,51.0,101.0,at-risk
INV003531,6,76.4,185.0,at-risk
INV003534,8,52.714285714285715,160.0,at-risk
INV003545,6,90.0,210.0,at-risk
INV003556,6,77.6,129.0,at-risk
INV003557,6,66.4,156.0,at-risk
INV003558,7,39.166666666666664,66.0,at-risk
INV003559,10,48.333333333333336,118.0,at-risk
INV003562,7,80.5,165.0,at-risk
INV003564,8,71.0,292.0,at-risk
INV003580,7,72.16666666666667,227.0,at-risk
INV003581,8,51.285714285714285,95.0,at-risk
INV003582,7,49.333333333333336,167.0,at-risk
INV003586,8,54.285714285714285,113.0,at-risk
INV003592,6,75.6,202.0,at-risk
INV003593,6,78.2,166.0,at-risk
INV003598,8,68.0,114.0,at-risk
INV003599,6,50.0,100.0,at-risk
INV003601,9,45.25,118.0,at-risk
INV003604,6,90.2,188.0,at-risk
INV003607,6,70.4,253.0,at-risk
INV003611,7,68.83333333333333,228.0,at-risk
INV003613,8,67.42857142857143,283.0,at-risk
INV003619,6,72.0,113.0,at-risk
INV003625,6,62.4,168.0,at-risk
INV003627,7,59.166666666666664,152.0,at-risk
INV003630,7,52.0,96.0,at-risk
INV003633,6,78.8,119.0,at-risk
INV003634,6,47.8,83.0,at-risk
INV003635,10,47.111111111111114,95.0,at-risk
INV003641,8,67.0,219.0,at-risk
INV003642,7,53.166666666666664,217.0,at-risk
INV003645,6,95.2,257.0,at-risk
INV003649,6,96.8,195.0,at-risk
INV003650,11,33.9,86.0,regular
INV003654,7,60.5,124.0,at-risk
INV003655,10,49.77777777777778,198.0,at-risk
INV003658,8,70.71428571428571,143.0,at-risk
INV003660,6,79.0,164.0,at-risk
INV003669,7,53.5,98.0,at-risk
INV003670,8,70.85714285714286,160.0,at-risk
INV003672,6,77.2,180.0,at-risk
INV003673,8,68.85714285714286,160.0,at-risk
INV003678,6,32.8,45.0,regular
INV003681,9,51.0,101.0,at-risk
INV003683,6,92.4,165.0,at-risk
INV003684,6,98.2,229.0,at-risk
INV003685,6,80.2,132.0,at-risk
INV003686,6,96.6,328.0,at-risk
INV003693,7,71.33333333333333,234.0,at-risk
INV003695,7,51.666666666666664,157.0,at-risk
INV003696,6,75.8,190.0,at-risk
INV003697,7,76.66666666666667,163.0,at-risk
INV003702,7,72.66666666666667,118.0,at-risk
INV003705,6,78.8,152.0,at-risk
INV003707,6,68.6,152.0,at-risk
INV003708,7,60.5,104.0,at-risk
INV003709,6,80.2,181.0,at-risk
INV003710,6,78.6,118.0,at-risk
INV003711,6,72.2,145.0,at-risk
INV003712,6,79.6,163.0,at-risk
INV003713,7,81.5,161.0,at-risk
INV003718,6,91.4,284.0,at-risk
INV003720,6,74.6,116.0,at-risk
INV003722,7,50.666666666666664,135.0,at-risk
INV003723,6,61.8,124.0,at-risk
INV003724,7,68.0,169.0,at-risk
INV003733,6,88.8,174.0,at-risk
INV003734,8,59.0,290.0,at-risk
INV003735,8,45.857142857142854,104.0,at-risk
INV003736,7,77.16666666666667,120.0,at-risk
INV003738,6,50.6,117.0,at-risk
INV003740,7,51.833333333333336,172.0,at-risk
INV003741,7,67.66666666666667,159.0,at-risk
INV003744,6,86.8,187.0,at-risk
INV003745,6,70.2,183.0,at-risk
INV003748,8,56.142857142857146,182.0,at-risk
INV003757,7,81.83333333333333,156.0,at-risk
INV003761,8,51.857142857142854,150.0,at-risk
INV003766,8,65.28571428571429,192.0,at-risk
INV003767,9,47.5,125.0,at-risk
INV003771,10,50.77777777777778,130.0,at-risk
INV003772,9,34.5,72.0,regular
INV003775,6,74.0,151.0,at-risk
INV003779,6,76.4,160.0,at-risk
INV003780,8,57.42857142857143,135.0,at-risk
INV003781,7,64.83333333333333,199.0,at-risk
INV003785,6,74.2,160.0,at-risk
INV003787,9,63.25,178.0,at-risk
INV003793,7,72.33333333333333,203.0,at-risk
INV003795,7,67.66666666666667,122.0,at-risk
INV003811,7,78.66666666666667,141.0,at-risk
INV003812,7,50.833333333333336,174.0,at-risk
INV003813,6,82.2,122.0,at-risk
INV003815,7,72.5,217.0,at-risk
INV003824,7,71.5,196.0,at-risk
INV003825,6,81.2,99.0,at-risk
INV003828,7,30.666666666666668,109.0,regular
INV003829,10,48.55555555555556,159.0,at-risk
INV003830,6,71.4,115.0,at-risk
INV003844,7,68.5,197.0,at-risk
INV003847,8,50.0,66.0,at-risk
INV003849,6,77.2,146.0,at-risk
INV003851,7,57.833333333333336,121.0,at-risk
INV003860,6,46.0,72.0,at-risk
INV003862,7,60.166666666666664,184.0,at-risk
INV003865,7,85.16666666666667,235.0,at-risk
INV003868,6,87.6,264.0,at-risk
INV003872,9,45.375,85.0,at-risk
INV003876,6,77.6,160.0,at-risk
INV003880,8,68.57142857142857,193.0,at-risk
INV003885,6,71.6,281.0,at-risk
INV003892,10,55.22222222222222,114.0,at-risk
INV003896,6,82.0,255.0,at-risk
INV003897,6,71.6,144.0,at-risk
INV003903,8,50.285714285714285,130.0,at-risk
INV003905,7,62.5,103.0,at-risk
INV003906,10,55.111111111111114,115.0,at-risk
INV003912,6,68.6,195.0,at-risk
INV003913,8,61.42857142857143,136.0,at-risk
INV003916,6,67.2,114.0,at-risk
INV003920,8,66.85714285714286,132.0,at-risk
INV003936,6,89.6,227.0,at-risk
INV003938,7,52.5,110.0,at-risk
INV003940,7,70.66666666666667,151.0,at-risk
INV003943,9,42.5,88.0,at-risk
INV003945,7,56.333333333333336,175.0,at-risk
INV003946,7,69.16666666666667,147.0,at-risk
INV003948,7,43.666666666666664,101.0,at-risk
INV003952,7,54.666666666666664,95.0,at-risk
INV003958,6,85.6,133.0,at-risk
INV003962,8,68.71428571428571,302.0,at-risk
INV003964,10,51.22222222222222,130.0,at-risk
INV003968,6,92.4,209.0,at-risk
INV003972,6,84.2,224.0,at-risk
INV003975,8,50.142857142857146,125.0,at-risk
INV003978,8,68.14285714285714,209.0,at-risk
INV003979,8,56.0,123.0,at-risk
INV003981,7,67.66666666666667,237.0,at-risk
INV003985,6,93.0,191.0,at-risk
INV003996,6,95.2,244.0,at-risk
INV004001,8,40.285714285714285,123.0,at-risk
INV004004,10,40.77777777777778,88.0,at-risk
INV004005,7,73.66666666666667,314.0,at-risk
INV004007,7,38.833333333333336,102.0,at-risk
INV004009,8,62.285714285714285,87.0,at-risk
INV004014,9,61.875,182.0,at-risk
INV004015,6,88.0,190.0,at-risk
INV004017,7,40.5,85.0,at-risk
INV004023,10,52.0,93.0,at-risk
INV004037,6,74.6,137.0,at-risk
INV004038,7,71.66666666666667,207.0,at-risk
INV004049,6,48.2,83.0,at-risk
INV004063,8,56.57142857142857,167.0,at-risk
INV004066,7,75.16666666666667,319.0,at-risk
INV004069,6,74.0,196.0,at-risk
INV004070,7,67.66666666666667,170.0,at-risk
INV004079,7,71.33333333333333,164.0,at-risk
INV004085,7,68.33333333333333,260.0,at-risk
INV004091,6,73.6,240.0,at-risk
INV004094,6,55.8,167.0,at-risk
INV004098,6,58.2,87.0,at-risk
INV004099,6,58.8,174.0,at-risk
INV004106,6,55.8,151.0,at-risk
INV004112,6,55.2,112.0,at-risk
INV004116,10,54.888888888888886,117.0,at-risk
INV004118,6,64.6,161.0,at-risk
INV004119,6,73.2,237.0,at-risk
INV004123,6,85.0,138.0,at-risk
INV004124,6,63.8,193.0,at-risk
INV004125,9,61.625,142.0,at-risk
INV004127,6,87.6,190.0,at-risk
INV004128,6,67.2,156.0,at-risk
INV004134,6,35.4,54.0,at-risk
INV004135,10,50.111111111111114,164.0,at-risk
INV004143,6,97.0,280.0,at-risk
INV004145,6,66.2,144.0,at-risk
INV004146,6,88.2,253.0,at-risk
INV004147,6,72.2,136.0,at-risk
INV004149,6,50.2,130.0,at-risk
INV004151,8,63.142857142857146,197.0,at-risk
INV004153,8,60.0,125.0,at-risk
INV004154,12,46.72727272727273,90.0,at-risk
INV004172,8,63.0,196.0,at-risk
INV004174,6,86.6,195.0,at-risk
INV004175,8,67.85714285714286,133.0,at-risk
INV004177,8,45.42857142857143,117.0,at-risk
INV004179,6,71.2,129.0,at-risk
INV004181,6,93.4,245.0,at-risk
INV004191,7,77.16666666666667,310.0,at-risk
INV004196,7,78.33333333333333,219.0,at-risk
INV004199,6,58.2,138.0,at-risk
INV004202,9,47.625,114.0,at-risk
INV004203,8,66.57142857142857,113.0,at-risk
INV004208,6,73.4,156.0,at-risk
INV004212,7,69.33333333333333,169.0,at-risk
INV004216,7,82.0,195.0,at-risk
INV004228,7,72.33333333333333,112.0,at-risk
INV004232,6,71.4,232.0,at-risk
INV004239,8,61.142857142857146,130.0,at-risk
INV004241,10,53.666666666666664,117.0,at-risk
INV004243,8,55.714285714285715,131.0,at-risk
INV004246,7,34.166666666666664,64.0,regular
INV004247,6,87.2,274.0,at-risk
INV004248,7,42.666666666666664,93.0,at-risk
INV004258,7,49.666666666666664,105.0,at-risk
INV004266,7,61.833333333333336,101.0,at-risk
INV004267,7,53.333333333333336,109.0,at-risk
INV004270,7,69.66666666666667,204.0,at-risk
INV004271,6,79.8,157.0,at-risk
INV004279,8,50.285714285714285,116.0,at-risk
INV004281,8,41.714285714285715,93.0,at-risk
INV004282,8,52.857142857142854,105.0,at-risk
INV004285,7,76.16666666666667,169.0,at-risk
INV004288,7,72.83333333333333,223.0,at-risk
INV004289,11,45.9,201.0,at-risk
INV004293,6,81.8,142.0,at-risk
INV004295,9,44.75,119.0,at-risk
INV004296,6,102.2,304.0,at-risk
INV004297,9,41.875,82.0,at-risk
INV004299,8,64.14285714285714,175.0,at-risk
INV004306,7,57.0,118.0,at-risk
INV004308,7,84.66666666666667,244.0,at-risk
INV004314,6,83.0,195.0,at-risk
INV004319,9,60.5,275.0,at-risk
INV004321,9,42.0,84.0,at-risk
INV004324,7,77.66666666666667,173.0,at-risk
INV004326,10,40.111111111111114,78.0,at-risk
INV004332,8,64.71428571428571,149.0,at-risk
INV004335,8,64.42857142857143,104.0,at-risk
INV004338,10,48.888888888888886,209.0,at-risk
INV004340,6,67.8,252.0,at-risk
INV004343,6,63.0,190.0,at-risk
INV004348,6,52.2,120.0,at-risk
INV004349,7,72.5,159.0,at-risk
INV004356,6,30.8,81.0,regular
INV004357,8,72.42857142857143,305.0,at-risk
INV004358,8,45.857142857142854,87.0,at-risk
INV004361,8,61.57142857142857,124.0,at-risk
INV004364,6,80.6,173.0,at-risk
INV004367,6,81.6,194.0,at-risk
INV004372,6,59.2,155.0,at-risk
INV004391,6,57.0,96.0,at-risk
INV004392,6,90.4,200.0,at-risk
INV004400,8,46.57142857142857,104.0,at-risk
INV004401,8,69.85714285714286,216.0,at-risk
INV004403,6,73.6,150.0,at-risk
INV004410,11,40.9,138.0,at-risk
INV004411,6,61.0,111.0,at-risk
INV004412,7,82.33333333333333,173.0,at-risk
INV004413,8,69.0,142.0,at-risk
INV004414,8,53.857142857142854,176.0,at-risk
INV004421,6,90.8,221.0,at-risk
INV004427,11,50.8,125.0,at-risk
INV004434,6,84.6,156.0,at-risk
INV004446,6,65.8,170.0,at-risk
INV004447,7,49.833333333333336,129.0,at-risk
INV004450,6,61.6,153.0,at-risk
INV004451,6,84.0,137.0,at-risk
INV004452,7,81.0,180.0,at-risk
INV004454,6,98.4,311.0,at-risk
INV004455,6,50.0,105.0,at-risk
INV004457,6,81.4,188.0,at-risk
INV004459,7,53.833333333333336,141.0,at-risk
INV004460,9,42.5,93.0,at-risk
INV004463,6,94.8,211.0,at-risk
INV004464,7,62.5,142.0,at-risk
INV004468,7,76.83333333333333,154.0,at-risk
INV004472,7,50.666666666666664,156.0,at-risk
INV004473,7,73.33333333333333,152.0,at-risk
INV004475,7,67.83333333333333,87.0,at-risk
INV004477,8,58.714285714285715,180.0,at-risk
INV004484,6,61.6,182.0,at-risk
INV004502,7,74.5,165.0,at-risk
INV004504,8,55.142857142857146,247.0,at-risk
INV004511,6,37.2,89.0,at-risk
INV004517,6,86.6,185.0,at-risk
INV004521,7,54.5,76.0,at-risk
INV004523,6,87.2,127.0,at-risk
INV004528,7,54.0,149.0,at-risk
INV004531,8,60.0,159.0,at-risk
INV004533,7,55.0,118.0,at-risk
INV004542,7,34.0,59.0,regular
INV004547,7,67.5,165.0,at-risk
INV004555,8,53.142857142857146,151.0,at-risk
INV004560,9,48.375,107.0,at-risk
INV004562,6,83.8,158.0,at-risk
INV004563,7,64.83333333333333,211.0,at-risk
INV004574,8,54.57142857142857,116.0,at-risk
INV004576,6,63.0,132.0,at-risk
INV004579,8,43.857142857142854,77.0,at-risk
INV004581,8,72.14285714285714,234.0,at-risk
INV004589,6,71.4,225.0,at-risk
INV004594,8,59.142857142857146,122.0,at-risk
INV004598,6,84.2,195.0,at-risk
INV004602,9,59.625,242.0,at-risk
INV004607,8,56.0,214.0,at-risk
INV004608,8,55.0,96.0,at-risk
INV004611,7,51.166666666666664,217.0,at-risk
INV004614,6,79.6,117.0,at-risk
INV004617,9,39.25,83.0,at-risk
INV004621,9,54.25,203.0,at-risk
INV004625,6,96.4,246.0,at-risk
INV004629,8,64.57142857142857,175.0,at-risk
INV004630,9,50.625,95.0,at-risk
INV004631,8,64.71428571428571,109.0,at-risk
INV004633,7,78.16666666666667,189.0,at-risk
INV004635,7,58.666666666666664,142.0,at-risk
INV004636,6,75.6,160.0,at-risk
INV004638,7,54.333333333333336,110.0,at-risk
INV004640,7,68.33333333333333,202.0,at-risk
INV004641,6,67.8,105.0,at-risk
INV004642,6,54.8,232.0,at-risk
INV004643,6,50.6,101.0,at-risk
INV004646,7,64.5,158.0,at-risk
INV004647,7,70.66666666666667,138.0,at-risk
INV004650,6,80.8,143.0,at-risk
INV004661,8,69.71428571428571,181.0,at-risk
INV004665,6,83.4,137.0,at-risk
INV004672,7,72.0,127.0,at-risk
INV004680,7,47.166666666666664,155.0,at-risk
INV004682,9,42.25,105.0,at-risk
INV004688,6,77.6,181.0,at-risk
INV004692,6,83.6,190.0,at-risk
INV004701,7,20.0,82.0,regular
INV004704,6,93.8,141.0,at-risk
INV004712,8,48.57142857142857,84.0,at-risk
INV004715,7,56.833333333333336,169.0,at-risk
INV004716,7,74.0,197.0,at-risk
